depth,avg_time_ns,avg_nodes,win_rate,draw_rate,loss_rate
1,80784.76315789473,5.37719298245614,0.58,0.04,0.38
2,583808.4703196347,36.05936073059361,0.94,0.06,0.0
3,1928680.6852791877,133.53299492385787,0.98,0.02,0.0
4,11932156.974747475,473.94444444444446,0.98,0.02,0.0
5,42148201.26728111,1296.1705069124423,0.96,0.04,0.0
6,72358483.32160804,2832.954773869347,1.0,0.0,0.0
